0.000e+00	4.500e+00	5.500e+00	6.500e+00	7.500e+00	8.500e+00
0.000e+00	6.998e-10	1.490e-10	3.320e-11	6.393e-12	1.110e-12
5.000e-02	6.994e-10	1.489e-10	3.318e-11	6.388e-12	1.109e-12
1.000e-01	6.979e-10	1.485e-10	3.310e-11	6.374e-12	1.106e-12
1.500e-01	6.956e-10	1.479e-10	3.298e-11	6.350e-12	1.101e-12
2.000e-01	6.923e-10	1.471e-10	3.280e-11	6.316e-12	1.094e-12
2.500e-01	6.881e-10	1.460e-10	3.258e-11	6.273e-12	1.085e-12
3.000e-01	6.831e-10	1.447e-10	3.231e-11	6.221e-12	1.074e-12
3.500e-01	6.771e-10	1.433e-10	3.200e-11	6.161e-12	1.061e-12
4.000e-01	6.703e-10	1.416e-10	3.164e-11	6.091e-12	1.047e-12
4.500e-01	6.627e-10	1.397e-10	3.124e-11	6.014e-12	1.031e-12
5.000e-01	6.543e-10	1.376e-10	3.080e-11	5.929e-12	1.014e-12
5.500e-01	6.451e-10	1.353e-10	3.031e-11	5.836e-12	9.954e-13
6.000e-01	6.352e-10	1.329e-10	2.980e-11	5.737e-12	9.754e-13
6.500e-01	6.247e-10	1.303e-10	2.925e-11	5.631e-12	9.543e-13
7.000e-01	6.135e-10	1.276e-10	2.866e-11	5.519e-12	9.322e-13
7.500e-01	6.017e-10	1.247e-10	2.805e-11	5.401e-12	9.092e-13
8.000e-01	5.893e-10	1.217e-10	2.741e-11	5.279e-12	8.854e-13
8.500e-01	5.764e-10	1.186e-10	2.674e-11	5.152e-12	8.610e-13
9.000e-01	5.631e-10	1.155e-10	2.606e-11	5.021e-12	8.361e-13
9.500e-01	5.494e-10	1.122e-10	2.535e-11	4.887e-12	8.107e-13
1.000e+00	5.353e-10	1.090e-10	2.463e-11	4.750e-12	7.851e-13
1.050e+00	5.209e-10	1.056e-10	2.390e-11	4.611e-12	7.594e-13
1.100e+00	5.062e-10	1.022e-10	2.316e-11	4.470e-12	7.335e-13
1.150e+00	4.914e-10	9.882e-11	2.241e-11	4.328e-12	7.077e-13
1.200e+00	4.763e-10	9.541e-11	2.165e-11	4.185e-12	6.821e-13
