4.400e+00	3.240e-12	8.343e-13	2.782e-13	8.364e-14	5.020e-15	1.607e-17	2.099e-16
4.450e+00	3.079e-12	7.903e-13	2.641e-13	7.926e-14	4.789e-15	1.166e-17	1.984e-16
4.500e+00	2.927e-12	7.493e-13	2.510e-13	7.517e-14	4.571e-15	8.093e-18	1.877e-16
4.550e+00	2.786e-12	7.109e-13	2.387e-13	7.135e-14	4.365e-15	5.218e-18	1.778e-16
4.600e+00	2.652e-12	6.750e-13	2.272e-13	6.777e-14	4.171e-15	2.919e-18	1.685e-16
4.650e+00	2.527e-12	6.415e-13	2.164e-13	6.443e-14	3.988e-15	1.096e-18	1.599e-16
4.700e+00	2.409e-12	6.100e-13	2.062e-13	6.129e-14	3.815e-15	-3.370e-19	1.518e-16
4.750e+00	2.299e-12	5.805e-13	1.966e-13	5.835e-14	3.651e-15	-1.450e-18	1.442e-16
4.800e+00	2.194e-12	5.528e-13	1.876e-13	5.559e-14	3.496e-15	-2.301e-18	1.372e-16
4.850e+00	2.096e-12	5.268e-13	1.792e-13	5.300e-14	3.350e-15	-2.941e-18	1.306e-16
4.900e+00	2.003e-12	5.024e-13	1.712e-13	5.056e-14	3.211e-15	-3.409e-18	1.244e-16
4.950e+00	1.916e-12	4.794e-13	1.636e-13	4.826e-14	3.080e-15	-3.740e-18	1.185e-16
5.000e+00	1.833e-12	4.578e-13	1.565e-13	4.610e-14	2.956e-15	-3.961e-18	1.131e-16
