2.800e+00	1.114e-10	2.650e-11	6.920e-12	1.973e-12	2.378e-13	5.297e-15
2.850e+00	1.044e-10	2.466e-11	6.472e-12	1.836e-12	1.741e-13	5.096e-15
2.900e+00	9.779e-11	2.295e-11	6.054e-12	1.708e-12	1.155e-13	4.906e-15
2.950e+00	9.162e-11	2.135e-11	5.665e-12	1.590e-12	6.183e-14	4.725e-15
3.000e+00	8.585e-11	1.986e-11	5.302e-12	1.479e-12	1.289e-14	4.554e-15
3.050e+00	8.046e-11	1.847e-11	4.965e-12	1.377e-12	-3.144e-14	4.391e-15
3.100e+00	7.542e-11	1.717e-11	4.650e-12	1.283e-12	-7.133e-14	4.236e-15
3.150e+00	7.071e-11	1.597e-11	4.357e-12	1.195e-12	-1.070e-13	4.088e-15
3.200e+00	6.632e-11	1.485e-11	4.085e-12	1.114e-12	-1.385e-13	3.948e-15
3.250e+00	6.221e-11	1.381e-11	3.831e-12	1.038e-12	-1.661e-13	3.814e-15
3.300e+00	5.839e-11	1.285e-11	3.595e-12	9.683e-13	-1.901e-13	3.686e-15
3.350e+00	5.481e-11	1.195e-11	3.375e-12	9.037e-13	-2.105e-13	3.564e-15
3.400e+00	5.148e-11	1.112e-11	3.171e-12	8.438e-13	-2.276e-13	3.448e-15
3.450e+00	4.837e-11	1.035e-11	2.980e-12	7.883e-13	-2.416e-13	3.337e-15
3.500e+00	4.547e-11	9.638e-12	2.803e-12	7.369e-13	-2.527e-13	3.231e-15
3.550e+00	4.276e-11	8.977e-12	2.638e-12	6.893e-13	-2.611e-13	3.129e-15
3.600e+00	4.024e-11	8.365e-12	2.484e-12	6.452e-13	-2.670e-13	3.032e-15
3.650e+00	3.788e-11	7.799e-12	2.340e-12	6.044e-13	-2.706e-13	2.939e-15
3.700e+00	3.569e-11	7.274e-12	2.206e-12	5.665e-13	-2.721e-13	2.850e-15
3.750e+00	3.363e-11	6.788e-12	2.081e-12	5.314e-13	-2.717e-13	2.765e-15
3.800e+00	3.172e-11	6.338e-12	1.965e-12	4.988e-13	-2.695e-13	2.683e-15
3.850e+00	2.993e-11	5.922e-12	1.856e-12	4.686e-13	-2.657e-13	2.604e-15
3.900e+00	2.826e-11	5.537e-12	1.755e-12	4.405e-13	-2.606e-13	2.529e-15
3.950e+00	2.669e-11	5.180e-12	1.660e-12	4.144e-13	-2.542e-13	2.457e-15
4.000e+00	2.523e-11	4.849e-12	1.571e-12	3.902e-13	-2.468e-13	2.387e-15
4.050e+00	2.387e-11	4.543e-12	1.488e-12	3.677e-13	-2.384e-13	2.320e-15
4.100e+00	2.259e-11	4.259e-12	1.410e-12	3.467e-13	-2.293e-13	2.256e-15
4.150e+00	2.139e-11	3.996e-12	1.337e-12	3.272e-13	-2.195e-13	2.194e-15
4.200e+00	2.027e-11	3.752e-12	1.269e-12	3.090e-13	-2.093e-13	2.135e-15
4.250e+00	1.922e-11	3.526e-12	1.205e-12	2.921e-13	-1.986e-13	2.077e-15
4.300e+00	1.824e-11	3.316e-12	1.145e-12	2.763e-13	-1.877e-13	2.022e-15
4.350e+00	1.731e-11	3.121e-12	1.089e-12	2.615e-13	-1.766e-13	1.969e-15
4.400e+00	1.645e-11	2.940e-12	1.036e-12	2.477e-13	-1.655e-13	1.918e-15
4.450e+00	1.563e-11	2.771e-12	9.862e-13	2.348e-13	-1.543e-13	1.868e-15
4.500e+00	1.487e-11	2.614e-12	9.394e-13	2.228e-13	-1.432e-13	1.821e-15
4.550e+00	1.415e-11	2.468e-12	8.954e-13	2.115e-13	-1.323e-13	1.775e-15
4.600e+00	1.348e-11	2.333e-12	8.540e-13	2.010e-13	-1.217e-13	1.730e-15
4.650e+00	1.284e-11	2.206e-12	8.149e-13	1.910e-13	-1.112e-13	1.688e-15
4.700e+00	1.224e-11	2.088e-12	7.781e-13	1.818e-13	-1.012e-13	1.646e-15
4.750e+00	1.168e-11	1.978e-12	7.433e-13	1.730e-13	-9.143e-14	1.606e-15
4.800e+00	1.115e-11	1.875e-12	7.105e-13	1.648e-13	-8.211e-14	1.568e-15
4.850e+00	1.065e-11	1.778e-12	6.795e-13	1.571e-13	-7.321e-14	1.530e-15
4.900e+00	1.017e-11	1.688e-12	6.503e-13	1.499e-13	-6.476e-14	1.494e-15
4.950e+00	9.727e-12	1.604e-12	6.226e-13	1.431e-13	-5.678e-14	1.459e-15
5.000e+00	9.305e-12	1.525e-12	5.964e-13	1.366e-13	-4.928e-14	1.425e-15
