5.000E-02	8.092E+00	4.936E-03	8.095E+00	8.088E+00	8.095E+00	8.088E+00	8.092E+00	8.092E+00	8.092E+00	8.092E+00
1.500E-01	8.029E+00	4.474E-03	8.032E+00	8.027E+00	8.033E+00	8.025E+00	8.029E+00	8.029E+00	8.029E+00	8.029E+00
2.500E-01	7.927E+00	4.052E-03	7.928E+00	7.925E+00	7.930E+00	7.923E+00	7.927E+00	7.927E+00	7.927E+00	7.927E+00
3.500E-01	7.791E+00	3.773E-03	7.792E+00	7.790E+00	7.795E+00	7.787E+00	7.791E+00	7.791E+00	7.791E+00	7.791E+00
4.500E-01	7.627E+00	3.647E-03	7.627E+00	7.627E+00	7.631E+00	7.623E+00	7.627E+00	7.627E+00	7.627E+00	7.627E+00
5.500E-01	7.439E+00	3.624E-03	7.438E+00	7.439E+00	7.442E+00	7.435E+00	7.439E+00	7.439E+00	7.439E+00	7.439E+00
6.500E-01	7.230E+00	3.636E-03	7.229E+00	7.231E+00	7.233E+00	7.226E+00	7.229E+00	7.230E+00	7.230E+00	7.230E+00
7.500E-01	7.003E+00	3.628E-03	7.001E+00	7.004E+00	7.006E+00	6.999E+00	7.002E+00	7.003E+00	7.003E+00	7.003E+00
8.500E-01	6.761E+00	3.568E-03	6.759E+00	6.762E+00	6.764E+00	6.757E+00	6.760E+00	6.761E+00	6.761E+00	6.761E+00
9.500E-01	6.507E+00	3.445E-03	6.506E+00	6.508E+00	6.510E+00	6.504E+00	6.506E+00	6.507E+00	6.507E+00	6.507E+00
1.050E+00	6.244E+00	3.272E-03	6.243E+00	6.245E+00	6.247E+00	6.241E+00	6.243E+00	6.244E+00	6.244E+00	6.244E+00
1.150E+00	5.973E+00	3.080E-03	5.973E+00	5.974E+00	5.976E+00	5.970E+00	5.973E+00	5.974E+00	5.973E+00	5.973E+00
1.250E+00	5.698E+00	2.922E-03	5.698E+00	5.698E+00	5.701E+00	5.696E+00	5.698E+00	5.699E+00	5.698E+00	5.698E+00
1.350E+00	5.421E+00	2.865E-03	5.421E+00	5.420E+00	5.423E+00	5.418E+00	5.420E+00	5.422E+00	5.421E+00	5.421E+00
1.450E+00	5.142E+00	2.968E-03	5.144E+00	5.141E+00	5.145E+00	5.140E+00	5.142E+00	5.143E+00	5.142E+00	5.142E+00
1.550E+00	4.865E+00	3.255E-03	4.867E+00	4.863E+00	4.868E+00	4.863E+00	4.864E+00	4.866E+00	4.865E+00	4.865E+00
1.650E+00	4.591E+00	3.707E-03	4.594E+00	4.588E+00	4.593E+00	4.589E+00	4.590E+00	4.592E+00	4.591E+00	4.591E+00
1.750E+00	4.321E+00	4.278E-03	4.324E+00	4.317E+00	4.323E+00	4.319E+00	4.320E+00	4.322E+00	4.321E+00	4.321E+00
1.850E+00	4.056E+00	4.922E-03	4.060E+00	4.052E+00	4.058E+00	4.054E+00	4.055E+00	4.057E+00	4.056E+00	4.056E+00
1.950E+00	3.798E+00	5.600E-03	3.803E+00	3.793E+00	3.800E+00	3.796E+00	3.797E+00	3.799E+00	3.798E+00	3.798E+00
2.050E+00	3.548E+00	6.284E-03	3.553E+00	3.542E+00	3.549E+00	3.546E+00	3.546E+00	3.549E+00	3.548E+00	3.548E+00
2.150E+00	3.305E+00	6.949E-03	3.312E+00	3.299E+00	3.307E+00	3.304E+00	3.304E+00	3.307E+00	3.305E+00	3.305E+00
2.250E+00	3.072E+00	7.579E-03	3.080E+00	3.065E+00	3.074E+00	3.071E+00	3.071E+00	3.074E+00	3.072E+00	3.072E+00
2.350E+00	2.849E+00	8.160E-03	2.857E+00	2.841E+00	2.850E+00	2.848E+00	2.848E+00	2.850E+00	2.849E+00	2.849E+00
2.450E+00	2.636E+00	8.681E-03	2.644E+00	2.627E+00	2.637E+00	2.634E+00	2.634E+00	2.637E+00	2.636E+00	2.636E+00
2.550E+00	2.433E+00	9.137E-03	2.441E+00	2.424E+00	2.434E+00	2.431E+00	2.431E+00	2.434E+00	2.433E+00	2.433E+00
2.650E+00	2.240E+00	9.521E-03	2.249E+00	2.230E+00	2.241E+00	2.239E+00	2.239E+00	2.241E+00	2.240E+00	2.240E+00
2.750E+00	2.058E+00	9.831E-03	2.068E+00	2.048E+00	2.059E+00	2.057E+00	2.057E+00	2.059E+00	2.058E+00	2.058E+00
2.850E+00	1.886E+00	1.007E-02	1.896E+00	1.876E+00	1.887E+00	1.885E+00	1.885E+00	1.887E+00	1.886E+00	1.886E+00
2.950E+00	1.725E+00	1.023E-02	1.735E+00	1.715E+00	1.726E+00	1.724E+00	1.724E+00	1.726E+00	1.725E+00	1.725E+00
3.050E+00	1.574E+00	1.031E-02	1.585E+00	1.564E+00	1.575E+00	1.573E+00	1.573E+00	1.575E+00	1.574E+00	1.574E+00
3.150E+00	1.433E+00	1.033E-02	1.444E+00	1.423E+00	1.434E+00	1.433E+00	1.432E+00	1.434E+00	1.433E+00	1.433E+00
3.250E+00	1.302E+00	1.028E-02	1.313E+00	1.292E+00	1.303E+00	1.302E+00	1.301E+00	1.303E+00	1.302E+00	1.302E+00
3.350E+00	1.181E+00	1.017E-02	1.191E+00	1.171E+00	1.181E+00	1.180E+00	1.180E+00	1.182E+00	1.181E+00	1.181E+00
3.450E+00	1.068E+00	1.001E-02	1.078E+00	1.058E+00	1.069E+00	1.068E+00	1.067E+00	1.069E+00	1.068E+00	1.068E+00
3.550E+00	9.643E-01	9.792E-03	9.741E-01	9.546E-01	9.648E-01	9.638E-01	9.635E-01	9.651E-01	9.643E-01	9.643E-01
3.650E+00	8.687E-01	9.532E-03	8.782E-01	8.592E-01	8.691E-01	8.683E-01	8.679E-01	8.694E-01	8.687E-01	8.687E-01
3.750E+00	7.809E-01	9.233E-03	7.902E-01	7.718E-01	7.813E-01	7.806E-01	7.802E-01	7.816E-01	7.809E-01	7.809E-01
3.850E+00	7.006E-01	8.902E-03	7.095E-01	6.917E-01	7.009E-01	7.002E-01	6.999E-01	7.012E-01	7.006E-01	7.006E-01
3.950E+00	6.272E-01	8.545E-03	6.357E-01	6.187E-01	6.275E-01	6.269E-01	6.266E-01	6.278E-01	6.272E-01	6.272E-01
4.050E+00	5.603E-01	8.166E-03	5.685E-01	5.522E-01	5.606E-01	5.601E-01	5.598E-01	5.609E-01	5.603E-01	5.603E-01
4.150E+00	4.996E-01	7.771E-03	5.074E-01	4.919E-01	4.998E-01	4.994E-01	4.991E-01	5.001E-01	4.996E-01	4.996E-01
4.250E+00	4.445E-01	7.366E-03	4.519E-01	4.372E-01	4.447E-01	4.443E-01	4.440E-01	4.451E-01	4.445E-01	4.445E-01
4.350E+00	3.948E-01	6.955E-03	4.018E-01	3.879E-01	3.949E-01	3.946E-01	3.943E-01	3.952E-01	3.948E-01	3.948E-01
