E772
s:	1505.4400
xF:	0.2000
Q:	7.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	1.88E+00	8	2.21E+00	1.41E+00	1.63E+00	2.60E-01	2.13E-03	-6.90E-03	1.72E-03	-6.90E-03	2.47E-02	-5.96E-03	1.72E-03	-5.96E-03	1.49E-03
0.50	3.75E+00	14	1.40E+00	1.39E+00	1.71E+00	2.44E-01	2.31E-04	-4.82E-04	1.05E-04	-4.82E-04	2.96E-03	-4.87E-04	1.05E-04	-4.87E-04	1.11E-04
1.00	7.50E+00	14	1.40E+00	1.39E+00	1.71E+00	2.44E-01	2.31E-04	-4.82E-04	1.05E-04	-4.82E-04	2.96E-03	-4.87E-04	1.05E-04	-4.87E-04	1.11E-04
