E288	300
s:	566.4400
y:	0.2100
Q:	4.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	1.12E+00	6	1.17E+00	1.36E+00	1.53E+00	2.37E-01	8.97E-02	-1.99E-01	6.43E-02	-1.99E-01	4.47E-01	-1.43E-01	6.43E-02	-1.43E-01	4.63E-02
0.50	2.25E+00	11	7.69E-01	1.38E+00	1.51E+00	2.47E-01	2.22E-03	-5.56E-03	1.70E-03	-5.56E-03	1.89E-02	-5.20E-03	1.70E-03	-5.20E-03	1.50E-03
1.00	4.50E+00	14	7.58E-01	1.34E+00	1.62E+00	2.18E-01	1.08E-03	-2.77E-03	7.51E-04	-2.77E-03	1.33E-02	-2.95E-03	7.51E-04	-2.95E-03	7.11E-04
