E288	400
s:	750.7600
y:	0.0300
Q:	8.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	2.12E+00	11	1.70E+00	1.12E+00	1.72E+00	2.54E-01	5.83E-04	-2.60E-03	6.12E-04	-2.60E-03	1.38E-02	-3.08E-03	6.12E-04	-3.08E-03	7.16E-04
0.50	4.25E+00	19	1.26E+00	1.10E+00	1.84E+00	2.31E-01	7.60E-05	-7.52E-05	2.68E-05	-7.52E-05	1.19E-03	-1.48E-04	2.68E-05	-1.48E-04	3.74E-05
1.00	8.50E+00	20	1.19E+00	1.10E+00	1.84E+00	2.31E-01	7.57E-05	-7.20E-05	2.64E-05	-7.20E-05	1.15E-03	-1.43E-04	2.64E-05	-1.43E-04	3.68E-05
