E288	400
s:	750.7600
y:	0.0300
Q:	13.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	3.38E+00	12	4.17E-01	7.15E-01	1.62E+00	2.85E-01	7.19E-03	-3.71E-02	1.02E-02	-3.71E-02	2.85E-01	-6.94E-02	1.02E-02	-6.94E-02	1.93E-02
0.50	6.75E+00	12	4.17E-01	7.15E-01	1.62E+00	2.85E-01	7.19E-03	-3.71E-02	1.02E-02	-3.71E-02	2.85E-01	-6.94E-02	1.02E-02	-6.94E-02	1.93E-02
1.00	1.35E+01	12	4.17E-01	7.15E-01	1.62E+00	2.85E-01	7.19E-03	-3.71E-02	1.02E-02	-3.71E-02	2.85E-01	-6.94E-02	1.02E-02	-6.94E-02	1.93E-02
