E288	400
s:	750.7600
y:	0.0300
Q:	11.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	2.88E+00	14	7.77E-01	9.05E-01	1.74E+00	2.56E-01	1.03E-03	-4.92E-03	9.99E-04	-4.92E-03	4.63E-02	-7.92E-03	9.99E-04	-7.92E-03	1.61E-03
0.50	5.75E+00	18	6.46E-01	9.03E-01	1.77E+00	2.51E-01	5.57E-04	-1.12E-03	2.77E-04	-1.12E-03	1.60E-02	-2.13E-03	2.77E-04	-2.13E-03	5.12E-04
1.00	1.15E+01	18	6.46E-01	9.03E-01	1.77E+00	2.51E-01	5.57E-04	-1.12E-03	2.77E-04	-1.12E-03	1.60E-02	-2.13E-03	2.77E-04	-2.13E-03	5.12E-04
