E288	200
s:	376.3600
y:	0.4000
Q:	6.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	1.62E+00	8	3.96E-01	1.12E+00	2.27E+00	9.68E-02	6.35E-03	-4.87E-02	5.11E-03	-4.87E-02	4.10E-01	-4.22E-02	5.11E-03	-4.22E-02	4.38E-03
0.50	3.25E+00	14	4.50E-01	1.20E+00	1.78E+00	1.69E-01	6.47E-04	-1.13E-03	2.65E-04	-1.13E-03	1.07E-02	-1.59E-03	2.65E-04	-1.59E-03	2.93E-04
1.00	6.50E+00	14	4.50E-01	1.20E+00	1.78E+00	1.69E-01	6.47E-04	-1.13E-03	2.65E-04	-1.13E-03	1.07E-02	-1.59E-03	2.65E-04	-1.59E-03	2.93E-04
