E288	400
s:	750.7600
y:	0.0300
Q:	12.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	3.12E+00	15	7.96E-01	8.17E-01	1.81E+00	2.55E-01	1.43E-03	-5.23E-03	1.22E-03	-5.23E-03	5.37E-02	-9.63E-03	1.22E-03	-9.63E-03	2.28E-03
0.50	6.25E+00	15	7.96E-01	8.17E-01	1.81E+00	2.55E-01	1.43E-03	-5.23E-03	1.22E-03	-5.23E-03	5.37E-02	-9.63E-03	1.22E-03	-9.63E-03	2.28E-03
1.00	1.25E+01	15	7.96E-01	8.17E-01	1.81E+00	2.55E-01	1.43E-03	-5.23E-03	1.22E-03	-5.23E-03	5.37E-02	-9.63E-03	1.22E-03	-9.63E-03	2.28E-03
