E288	200
s:	376.3600
y:	0.4000
Q:	8.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	2.12E+00	11	4.43E-01	1.03E+00	1.42E+00	2.36E-01	1.36E-02	-4.73E-02	1.30E-02	-4.73E-02	2.32E-01	-5.74E-02	1.30E-02	-5.74E-02	1.53E-02
0.50	4.25E+00	12	4.33E-01	1.06E+00	1.33E+00	2.63E-01	1.49E-02	-4.40E-02	1.41E-02	-4.40E-02	1.81E-01	-5.23E-02	1.41E-02	-5.23E-02	1.64E-02
1.00	8.50E+00	12	4.33E-01	1.06E+00	1.33E+00	2.63E-01	1.49E-02	-4.40E-02	1.41E-02	-4.40E-02	1.81E-01	-5.23E-02	1.41E-02	-5.23E-02	1.64E-02
