E772
s:	1505.4400
xF:	0.2000
Q:	12.5000

QT/Q	QT	Npt	Chi2	N[0]	p[1]	c[2]	cov00	cov01	cov02	cov10	cov11	cov12	cov20	cov21	cov22
0.25	3.12E+00	11	1.49E+00	1.03E+00	1.94E+00	1.91E-01	5.81E-03	-2.16E-02	3.59E-03	-2.16E-02	1.84E-01	-2.96E-02	3.59E-03	-2.96E-02	5.35E-03
0.50	6.25E+00	11	1.49E+00	1.03E+00	1.94E+00	1.91E-01	5.81E-03	-2.16E-02	3.59E-03	-2.16E-02	1.84E-01	-2.96E-02	3.59E-03	-2.96E-02	5.35E-03
1.00	1.25E+01	11	1.49E+00	1.03E+00	1.94E+00	1.91E-01	5.81E-03	-2.16E-02	3.59E-03	-2.16E-02	1.84E-01	-2.96E-02	3.59E-03	-2.96E-02	5.35E-03
